Date,Close Price,High Price,Low Price,Volume,Moving Average (50 days),Moving Average (200 days),Change,Percentage Change
1980-03-17,,,1763.008452,,1494.360256,1476.91989,42.26317864,2.444361101
1980-03-18,1074.044652,1096.152357,1053.310266,2472094,1485.55646,1471.754823,-697.225695,-39.36303096
1980-03-19,1358.465729,1361.307757,1319.151032,1505295,1480.877484,1470.320784,284.4210768,26.48130842
1980-03-20,1115.86906,1164.793783,1095.226096,900630,1482.265857,1465.890137,-242.596669,-17.85813686
1980-03-21,1863.103426,1892.525104,1828.276886,2828818,1487.377028,1470.794005,747.2343664,66.96434138
1980-03-22,1623.298127,1651.145731,1597.937443,656392,1496.432508,,-239.805299,-12.87128217
1980-03-23,1330.898025,1363.687839,1318.836869,1309613,1501.749437,1470.94591,-292.400102,-18.01271727
1980-03-24,1063.55835,1088.409533,1023.750825,1565576,1484.042893,1466.096059,,-20.08716442
1980-03-25,1310.982322,,1306.771649,1964348,1470.949899,1464.271191,247.4239714,23.26378909
1980-03-26,1325.183322,1355.798886,1298.938808,2876081,1461.285618,1462.65389,14.20100031,1.083233548
1980-03-27,1729.606178,1765.414872,1719.161627,2921614,1469.785466,1465.722307,404.4228563,
1980-03-28,1637.557471,1658.394924,1634.20419,3353732,1480.583174,1467.67498,-92.04870698,-5.321946009
1980-03-29,,1925.077521,1862.066046,616408,1484.642768,1472.388887,249.6552712,15.24558836
1980-03-30,1472.214925,1483.56499,1447.236817,3404054,1485.284017,1472.386954,-414.9978174,-21.98998598
1980-03-31,1119.594246,1130.658075,1084.249201,4394452,1485.235137,1468.510111,-352.6206792,-23.95171202
1980-04-01,1713.244787,1721.315637,1676.007253,2564869,1489.596494,1471.170271,593.6505413,53.02372207
1980-04-02,1760.785049,1779.384787,1724.395474,2503507,1504.124425,1474.284408,47.54026139,2.774866834
1980-04-03,1561.277198,1603.627799,1540.799261,1936541,1497.163561,1475.209863,-199.507851,-11.33061933
1980-04-04,1770.96718,1812.362783,1739.382691,695420,1507.407305,1478.323098,209.6899824,13.43066963
1980-04-05,1493.795596,1512.936807,1464.948334,2108463,1504.032771,,-277.1715836,-15.65085941
1980-04-06,1522.732829,1552.188766,1501.654742,1376253,1508.253206,1478.940441,28.93723302,1.937161489
1980-04-07,1427.541018,1463.581834,1397.680384,,1506.402666,1478.415957,-95.19181102,-6.251379703
1980-04-08,1025.419127,1037.479465,978.0567329,2055198,1495.976843,1473.840231,-402.1218916,-28.16885024
1980-04-09,1107.891427,1116.298481,1098.24674,416539,1494.437582,1470.180743,82.47230025,8.042789343
1980-04-10,1031.429186,1080.033985,986.1405809,2360259,1475.674474,,-76.46224131,-6.901600594
1980-04-11,1636.410411,1667.288277,1633.737636,3411259,1472.900025,1467.50896,604.9812256,58.65465453
1980-04-12,1314.355981,1363.426767,1298.93652,3418087,1460.397166,1466.022038,-322.0544302,-19.68054151
1980-04-13,1508.570691,1525.458491,1494.163429,513353,1452.672033,1466.43116,194.2147101,14.7764162
1980-04-14,1907.566474,1942.718059,1876.248219,1798638,,1470.632448,398.9957828,26.44859701
1980-04-15,1249.292229,1260.422411,1242.730982,4729577,1445.413723,1468.544333,-658.2742448,-34.50858745
1980-04-16,1410.382923,1423.442932,1366.265542,2703179,1451.851531,1468.000769,161.0906939,12.89455662
1980-04-17,1755.551139,1781.146245,1714.123568,1047193,1463.042897,1470.663272,345.1682155,24.47336889
1980-04-18,1228.798165,1244.779072,1196.194875,173588,1466.714314,1468.444326,-526.7529731,-30.00499168
1980-04-19,1076.97991,1085.360988,1054.059218,343795,1461.747306,1464.885559,-151.8182557,-12.35501972
1980-04-20,,1302.895488,1243.103651,2441848,1459.768789,1463.307774,212.7715431,19.75631496
1980-04-21,1161.221287,1163.008707,1119.68396,2106759,1457.566234,1460.610573,-128.5301657,-9.965498807
1980-04-22,,1964.918833,1904.731895,3864862,1459.585437,1464.761786,768.4763651,66.17828777
1980-04-23,1808.12038,1832.726212,1773.026712,,1468.612778,1467.773704,-121.5772728,-6.300327548
1980-04-24,1633.403757,1638.11591,1605.057259,3551543,1475.662163,1469.213965,-174.7166231,-9.662886666
1980-04-25,,1880.04529,1842.063478,1067174,1482.237453,1472.681608,238.0568337,14.5742798
1980-04-26,1803.672077,1808.798804,1787.123273,4185042,1495.49241,1475.510587,-67.78851329,-3.622224996
1980-04-27,1186.570059,1217.199699,1163.465829,455641,1483.179872,1473.061938,-617.102018,-34.21364814
1980-04-28,1892.558998,1897.269517,1888.652927,4263924,1499.540039,1476.587124,705.9889396,59.49829379
1980-04-29,1539.342242,1577.056359,1521.474807,946087,1490.589145,1477.110083,-353.2167566,-18.66344758
1980-04-30,1807.440155,1808.465701,1772.648729,888929,1491.293053,1479.840083,268.0979132,17.41639422
1980-05-01,1896.0913,1908.560089,1848.430498,2036791,1505.240565,1483.251979,88.65114476,4.904790043
1980-05-02,1318.003475,1362.536809,1269.850269,3602249,,,-578.087825,-30.48839605
1980-05-03,1110.051925,1145.97849,1082.265781,1812693,1497.382002,1478.909652,-207.9515504,-15.77776951
1980-05-04,1227.935163,1231.583579,1197.60405,3477039,1487.803558,1476.901856,117.883238,10.61961476
1980-05-05,1427.107789,1468.164094,1417.821729,1367843,1481.765571,1476.506665,199.1726261,16.22012564
1980-05-06,1818.014766,1842.666522,1783.249361,895450,1482.700459,1479.195705,390.9069773,27.39155237
1980-05-07,1860.730583,1903.069735,1857.197644,3406077,1498.434178,1482.176446,42.71581733,2.34958583
1980-05-08,1006.952131,1036.989119,992.7178462,3196925,1491.403906,1478.492537,-853.7784527,-45.88404471
1980-05-09,1510.747303,1544.838954,1477.329135,4736770,1499.301471,1478.74065,503.795172,50.03169036
1980-05-10,1417.411003,1467.086081,1401.895497,1625481,1490.387622,1478.272485,-93.33629943,-6.1781543
1980-05-11,1222.10781,1233.724588,1219.615467,3302992,1482.363816,1476.331844,-195.3031927,-13.77886811
1980-05-12,1119.865367,1151.062646,1078.271847,1012368,1478.143163,1473.651644,-102.2424431,
1980-05-13,1337.615171,1360.631241,1322.098671,4691690,1483.624299,,217.7498041,19.44428415
1980-05-14,1942.909704,1944.882302,,1601241,1496.262847,1476.119952,605.2945325,45.25176938
1980-05-15,1323.202932,1323.926464,1319.463524,1717808,1496.223239,1474.995563,-619.7067719,
1980-05-16,1518.790622,1524.752051,1506.202682,3008298,1492.006928,1475.315235,195.5876897,14.78138273
1980-05-17,1703.018959,1735.473546,1694.118162,2246446,1493.316158,1476.965262,184.2283372,12.12993645
1980-05-18,1363.629602,1391.987757,1324.914596,4982375,1482.844495,1476.149897,-339.3893565,-19.92868927
1980-05-19,1971.782083,1999.453561,1955.69788,2983804,1492.835838,1479.690127,608.1524803,44.59806969
1980-05-20,1962.447295,1964.040133,1922.212506,401913,1509.692899,1483.113937,-9.334787779,-0.4734188357
1980-05-21,1251.782296,1275.247446,1243.089996,2520478,1500.463649,1481.484841,-710.6649991,-36.2132018
1980-05-22,,1543.479647,1472.604547,3453559,1495.192918,1481.595076,245.4662101,19.60933709
1980-05-23,1300.87831,1320.757903,1266.476453,4720234,1489.984941,1480.340099,-196.3701961,-13.11540438
1980-05-24,1284.840494,1316.086618,1252.240952,916861,1480.262407,1478.991825,-16.03781544,-1.232845172
1980-05-25,,1075.877881,1006.830477,2656463,1471.124234,1475.96371,,-19.29839137
1980-05-26,1609.564334,1648.760598,1563.323254,1674703,1472.860864,1476.872558,572.6773866,55.23045575
1980-05-27,1502.679023,1528.643027,1491.252766,3444107,1474.363624,1477.046926,-106.8853108,-6.640636133
1980-05-28,1051.478751,1094.376349,1026.792791,490903,1474.884817,1474.190763,-451.200272,-30.02639053
1980-05-29,1278.646464,1298.215369,1234.446837,2746380,1478.299917,1472.887135,227.167713,21.60459379
1980-05-30,1908.265886,1952.700547,1904.371198,4284677,1495.836651,1475.770438,629.6194217,49.2410873
1980-05-31,,1251.573249,1236.767477,,1487.899681,1474.216434,-668.7039953,-35.04249592
1980-06-01,1144.894872,1158.905692,1133.229758,3176031,1484.510459,,-94.66701858,-7.637135289
1980-06-02,1489.45276,1492.108791,1457.801699,3836212,1484.1281,1472.17692,344.5578882,30.09515516
1980-06-03,1985.650454,2025.429546,,,1485.68978,1475.489652,496.1976938,33.31409408
1980-06-04,1242.055272,1262.908033,1232.543277,3650418,1485.545041,1473.993278,-743.5951826,-37.44844321
1980-06-05,1672.135547,1683.591378,1649.195432,4949823,1490.780093,1475.25533,430.0802759,34.62650059
1980-06-06,1761.619615,1773.209129,1730.939712,530158,1490.901463,1477.067763,89.48406792,5.351484098
1980-06-07,,1282.707541,1225.209659,356382,1491.07825,,-523.9820713,-29.74433679
1980-06-08,1728.216349,1769.912179,1713.181789,3258708,1504.102979,1477.141002,490.5788046,39.63832602
1980-06-09,1367.783133,1395.459677,1337.105167,,1505.663613,1476.461761,-360.4332159,-20.85579252
1980-06-10,1632.305831,1663.111371,1585.018909,2633727,,1477.423761,264.5226979,19.33952039
1980-06-11,1633.529711,1657.245989,1599.792624,539222,1509.161945,1478.381467,1.223880167,0.07497860661
1980-06-12,1535.774684,1555.358011,1496.629477,1810212,1503.715031,1478.731425,-97.75502669,-5.984282137
1980-06-13,1090.28977,1136.063614,1071.949265,3989785,1492.852751,1476.377233,-445.484914,-29.00717915
1980-06-14,1835.302496,,1821.689778,2205320,1492.129589,1478.539434,745.0127255,68.33162577
1980-06-15,1320.780065,1341.702404,,1903105,1482.471749,1477.594767,-514.5224306,-28.03474805
1980-06-16,1186.51851,1203.746606,1146.161869,2981369,1482.470718,1475.86217,-134.2615546,-10.16532261
1980-06-17,1040.775142,1065.682678,1017.960159,1808851,1465.435041,1473.287691,-145.7433688,-12.28327814
1980-06-18,1590.892943,1613.774537,1548.556673,361496,1466.466055,1473.979486,550.1178016,52.85654698
1980-06-19,1677.564362,,1628.125763,3875455,1463.868539,1475.170041,86.67141865,5.447973041
1980-06-20,1016.587829,1023.583778,1012.986496,1623525,1446.278469,1472.503866,-660.9765329,-39.40096416
1980-06-21,1512.093058,1537.750133,1509.82255,1046515,1450.160261,1472.732705,495.5052294,48.741999
1980-06-22,1226.495775,1238.616716,1219.01629,3591346,1452.489138,1471.31755,-285.5972831,-18.88754674
1980-06-23,1645.17279,1654.389358,,2725487,1460.833891,1472.311009,418.6770152,34.13603403
1980-06-24,1174.366429,1177.60814,1167.814319,4572963,1455.779063,1470.618142,-470.8063614,-28.61744153
1980-06-25,1690.937738,1729.070366,1647.404514,2397439,1453.237523,1471.862885,516.5713091,43.987234
1980-06-26,1386.735346,1408.107442,,778097,1443.757618,1471.38464,-304.2023918,-17.99015924
1980-06-27,1936.729989,1968.062173,1920.940353,4358869,1462.353175,1473.984335,549.9946424,
1980-06-28,1137.520944,1173.900611,1128.286213,3691365,1454.888648,1472.115094,-799.2090446,-41.26589918
1980-06-29,1341.066351,1375.032184,1294.489385,3033176,1453.361755,1471.391068,203.5454069,17.89377224
1980-06-30,1113.473521,1136.998557,,1533840,1451.189069,1469.424488,-227.5928298,-16.97103425
1980-07-01,1924.693618,1944.088545,1879.092105,982449,1467.285634,1471.912297,811.220097,72.85490688
1980-07-02,1877.339353,1896.137349,1828.722918,447455,1478.080118,1474.115705,-47.3542649,-2.460353401
1980-07-03,1257.941628,1289.944068,1233.086716,4046996,1464.380757,1472.947197,-619.3977257,-32.99338101
1980-07-04,1659.984046,1684.723764,1648.268091,4379945,1471.116379,1473.952771,402.0424183,31.96033977
1980-07-05,1817.2222,1859.678813,1807.535761,532759,1477.08501,1475.788437,157.2381542,9.472268998
1980-07-06,1555.200812,1598.935911,1544.054869,1541394,1474.128647,1476.210843,-262.0213886,-14.41878646
1980-07-07,1529.650578,1538.178597,1494.220913,4179185,1477.449067,1476.493593,-25.55023324,-1.642889655
1980-07-08,1241.852291,1248.663973,1239.830004,1860963,1462.850471,1475.258639,-287.7982875,-18.81464248
1980-07-09,1093.102768,1124.622814,1090.534714,568147,1445.463581,1473.257823,-148.7495231,-11.97803669
1980-07-10,1897.215758,1912.277045,1866.808611,4738559,1458.37225,1475.465937,804.1129901,73.5624329
1980-07-11,1900.418057,1901.346593,1868.3152,3712869,1466.435641,1477.667761,3.20229921,0.1687894061
1980-07-12,1633.101457,1677.533591,1599.838311,4154553,1473.080104,1478.468966,-267.3165999,-14.06619974
1980-07-13,1339.029791,1350.374829,1320.435766,,1474.16389,1477.753893,,-18.00694408
1980-07-14,1349.209575,1395.673607,1308.91233,3660874,1480.410342,1477.098055,10.17978356,0.7602357791
1980-07-15,1725.955679,1761.827401,1699.274449,2986846,1482.738169,1478.361291,376.7461043,27.92346803
1980-07-16,1897.11026,1935.242934,1891.836978,1946221,1490.626794,1480.476185,171.1545811,9.916510787
1980-07-17,,1897.159499,1847.231459,2221281,1507.338947,1482.519453,-10.02383569,-0.5283739116
1980-07-18,1779.875546,1791.585267,1732.222157,1995614,1517.363529,1484.006233,-107.2108784,-5.681291383
1980-07-19,1642.031646,1668.095034,1639.029831,,1512.038844,1485.343691,,-7.744580795
1980-07-20,1084.139965,1092.744958,1064.572398,3501902,1508.930406,1481.010819,-557.8916812,-33.97569605
1980-07-21,1161.628714,1176.900299,1137.252912,815171,1509.265082,1478.158993,77.4887491,7.147485712
1980-07-22,1898.554189,1914.627312,1891.230651,2640195,1517.447111,1479.658472,736.9254744,63.43898575
1980-07-23,1606.42906,1614.410556,1563.043612,1053777,1509.862683,1481.910524,-292.1251289,-15.38671536
1980-07-24,1009.197052,1019.456193,994.9895694,3832919,1505.205519,1481.176536,-597.232008,-37.17761481
1980-07-25,1101.471543,1140.899135,1062.321116,123059,1493.792239,1481.393476,92.27449125,9.143357197
1980-07-26,1663.501769,1671.861562,1629.952045,516104,1491.829882,1480.380104,562.0302262,
1980-07-27,1005.061584,1006.484453,,783758,1487.178363,1477.399837,-658.4401853,-39.58157409
1980-07-28,1160.808051,1192.275799,1151.200909,711011,1475.830197,1474.663514,155.7464676,15.49621138
1980-07-29,1548.733789,1597.532945,1537.698613,4640098,1479.44921,1477.304261,387.9257379,33.4185947
1980-07-30,1691.895198,1708.455888,1689.527777,177156,1480.640997,1475.914188,143.1614083,9.243771222
1980-07-31,1651.96126,1657.894045,1639.925638,1744376,1481.009628,1475.011781,-39.93393819,-2.360308029
1980-08-01,1224.269309,1252.788676,1206.997129,4847824,1474.779521,1475.071432,-427.69195,-25.88995036
1980-08-02,1712.179221,1757.496932,1670.521956,205332,1487.21731,1477.723203,487.9099119,39.85315225
1980-08-03,1237.249087,1276.452176,1218.929454,988454,1475.256241,1477.992426,-474.9301339,-27.73834234
1980-08-04,1325.399698,1356.525492,1287.668609,211558,1475.348634,1478.098213,88.15061066,7.124726262
1980-08-05,,1762.24423,1724.519291,527790,1486.548092,1479.206888,421.091707,31.7709222
1980-08-06,1649.632899,1676.726908,1610.389483,,1498.725247,1480.295327,-96.85850607,-5.545890795
1980-08-07,1849.22341,1853.785653,1800.40983,1344787,1503.891856,,199.5905114,12.0990865
1980-08-08,1657.612892,1691.560164,1645.620814,163683,1503.492827,1483.314099,-191.6105182,-10.36167491
1980-08-09,1568.308603,1604.563404,1525.191523,1811723,1514.527243,1485.458172,-89.30428896,-5.387523793
1980-08-10,1093.674768,1141.926349,1062.583564,4121138,1506.158877,1484.465823,-474.6338355,-30.26405865
1980-08-11,1367.715803,1380.735671,1326.85109,3692944,1508.983277,1484.472593,274.0410352,25.05690387
1980-08-12,1265.202368,1266.125189,1232.623073,2587604,1501.383869,1483.518255,-102.5134354,-7.495229283
1980-08-13,1243.989643,1271.270067,1222.792168,1834532,1502.776333,1480.812323,-21.2127243,-1.676626984
1980-08-14,1973.010555,2008.35008,1961.606808,2120084,1508.41779,1484.679007,729.0209114,58.60345504
1980-08-15,1393.097725,1432.618098,1389.595963,286683,1508.545037,1484.073323,-579.9128301,-29.3922822
1980-08-16,1892.046555,1901.733502,1865.270637,1860823,1507.651368,1485.571483,498.9488305,35.81578102
1980-08-17,1631.138626,1644.226269,1581.622321,4989519,1517.523722,1488.494924,-260.9079292,-13.78972037
1980-08-18,1794.811304,1820.44085,1757.909213,3654719,1526.598621,1489.431257,163.6726775,10.03425919
1980-08-19,1502.637093,1519.167134,1486.269816,2133600,1534.381893,1491.091821,-292.1742104,-16.27882607
1980-08-20,1576.903885,1619.929459,1535.543645,4000444,1527.426098,1493.651083,74.26679152,4.942430335
1980-08-21,1492.517694,1516.205702,1454.068494,1448742,1519.729665,1491.369244,,-5.351384547
1980-08-22,1195.242988,1235.22192,1181.161198,3180542,1518.475692,1487.517299,-297.274706,-19.91766712
1980-08-23,1722.452115,1751.483103,1721.736741,1469368,1519.725053,1487.087572,527.2091275,44.10894963
1980-08-24,1280.772362,1319.42687,1274.864231,1705923,1508.996056,1486.968365,-441.6797528,-25.64249821
1980-08-25,1024.315966,1040.949616,980.4506569,2681692,1498.37836,1486.601585,-256.456396,-20.02357355
1980-08-26,1645.472296,1687.043127,1603.644144,3720258,1500.694794,1486.407781,621.1563295,60.64108633
1980-08-27,1177.110679,1190.839295,1162.350229,3260951,1499.399962,1485.092572,-468.3616165,
1980-08-28,1940.458584,,1926.198813,3707757,1516.347078,1489.184674,763.3479049,64.84928888
1980-08-29,1953.928577,,1914.285328,4177873,1517.481334,1491.478432,13.46999265,0.6941654286
1980-08-30,1914.86439,1938.640716,1867.977517,1332375,1517.770261,1495.880811,-39.06418678,
1980-08-31,1370.1587,1386.067461,1331.201837,3334240,1512.511406,1493.185003,-544.70569,-28.44617576
1980-09-01,1015.456617,1028.791788,985.1776827,644997,1506.039942,1491.968386,-354.7020837,-25.88766423
1980-09-02,1928.318563,1976.667813,1916.184995,1051336,1517.622122,1493.297367,912.8619461,
1980-09-03,1428.184148,1436.187854,1401.896753,4463032,1511.666692,1493.879733,-500.1344143,-25.93629621
1980-09-04,,2006.021111,,3781671,1513.057583,1496.112667,538.4706707,37.70316814
1980-09-05,,,1923.219406,2210263,1514.588254,1498.197215,-3.034841954,-0.1543149273
1980-09-06,1853.009455,1854.00453,1833.661401,2458611,1516.050932,1501.53799,-110.6105216,-5.632990238
1980-09-07,1294.448892,1329.400263,1252.764031,4713789,1509.099277,1498.162311,-558.5605634,-30.14342759
1980-09-08,1385.097729,1397.743319,1366.017268,249850,1515.118432,1496.212136,90.64883653,7.002890349
1980-09-09,1851.136672,1853.161063,1809.929201,4927145,1528.908591,1495.770325,466.0389429,33.64664697
1980-09-10,1316.922005,1337.066484,1300.256114,2156278,1517.275948,1492.880798,-534.2146664,-28.85873715
1980-09-11,1169.492747,1216.253637,1147.486111,4387008,1508.537221,1490.738762,-147.4292585,-11.19498785
1980-09-12,1556.801262,1557.389517,,1406570,1519.489306,1488.913397,387.3085158,33.1176501
1980-09-13,1936.154774,1965.549059,1932.640393,1646954,1536.18297,1493.151708,379.3535117,24.36749769
1980-09-14,1696.029797,1721.099621,1648.619444,3704483,1536.833531,1495.651943,-240.1249775,-12.40215817
1980-09-15,1570.06117,1613.730378,,,1548.133523,1498.276112,-125.9686266,-7.427264947
1980-09-16,1097.176494,1101.376579,1071.785493,1517072,1546.860891,1497.135343,-472.8846763,-30.11886959
1980-09-17,1615.007227,1649.083528,1573.037528,4222097,1548.18636,1498.266993,517.8307329,47.1966667
1980-09-18,1990.05385,2024.059335,1946.765714,3355172,1554.149533,1501.860517,375.0466234,23.22259722
1980-09-19,1140.084015,1173.538016,1113.970995,2307505,1543.911988,1498.417249,-849.9698349,-42.71089623
1980-09-20,1518.329652,1565.446377,1471.966536,606128,1549.793195,1499.225131,378.2456371,33.17699679
1980-09-21,1877.373072,1918.527448,1874.136184,4738649,1553.097072,1502.207324,359.0434196,
1980-09-22,1740.768618,,1735.107328,961290,1563.167463,1503.197687,-136.6044542,-7.276361647
1980-09-23,1697.015741,1720.569884,1667.176329,616976,1570.599784,1505.978144,-43.75287676,-2.513422882
